location text user_id weibo_created_at 
[39.67844, 116.109924] 也许生活就像一本掉了页的黄历，没有人会把它粘好并一页一页的回忆。 Fri Oct 11 22:08:28 2013 
[39.87332, 116.47965] 一个人在外闯荡，受了再大的委屈，也不要放弃，不要生气，失去的东西，早晚有一天，会有更好的回来；不要做让自己后悔的事，要做，就做让别人后悔的事，一辈子不长，不要活在回忆里；不要轻信誓言，不要迷恋承诺，事实证明一切，真正爱你的人，不会给你太多的誓言和承诺。 Fri Oct 11 01:02:42 2013 
[39.866077, 116.506668] #smtown北京演唱会 # 今天已经是第六天了 我还是不会放弃 求小度成全 每天上sj贴吧 都好想在鸟巢看见他们 微博和微信一天不落的刷 每天看小度你爱特别人 我就好伤心 可不可以爱特我一次哪 求小度赐票成全我的愿望 而不是天天在手机 Fri Oct 11 21:25:15 2013 
[39.867228699375, 116.49611833837] 人活着是一种心情，穷也好，富也好，得也好，失也好，一切都是过眼云烟，只要心情好，一切都好。 Fri Oct 11 05:33:49 2013 
[39.86939, 116.50583] 大闪300C回归亿佰欧酷车小镇店，夕阳下的钻石绚烂多彩 Fri Oct 11 16:47:20 2013 
[39.877159, 116.63015] 听着默默的声音，感觉这么近那么远。心情有好一些。晚安，愿好梦。 Fri Oct 11 23:55:46 2013 
[39.875653, 116.636878] 人的一生只需要做三件事：知到如何选择，明白如何坚持，懂的如何珍惜。 Fri Oct 11 10:55:04 2013 
[39.873859, 116.647484] 原来我梦见你的时候，你正在快乐的呲东西 Fri Oct 11 08:30:57 2013 
[39.873665, 116.653786] 在 ，买的口红和面膜，口红颜色好好看 Fri Oct 11 23:47:02 2013 
[39.869999, 116.659729] 今天享受上下班被领导接送的待遇，嘿嘿，不用自己开车，现在就等着下班他来接我了！ Fri Oct 11 14:26:35 2013 
[39.87355, 116.686828] 用笑容改变整个世界，不要让世界改变你的笑容😃亲们，晚安 Fri Oct 11 23:52:48 2013 
[39.864914, 116.688759] 吃着羊蝎子、啃着驴肉火烧、品着燕京啤酒、过着京城小生活！ Fri Oct 11 00:49:39 2013 
[39.884701, 116.098303] 困了，晚安，亲爱的蚊子 Fri Oct 11 23:30:26 2013 
[39.888126, 116.1166] 每当我不开心时，就想把所有事都逃避掉，我真的怕我想不开i，活着很累很累我好像看到我的明天，我…累了。我想回到从前，可是现实终究是现实。 Fri Oct 11 23:40:02 2013 
[39.8861, 116.255012] 真心好看呢。好喜欢石头的。小kimi好可爱的，要勇敢哦。 Fri Oct 11 23:56:03 2013 
[39.881481, 116.266327] 现在就是你咋做都是不对地！不知道那出了问题！那么难搞地一个人我都能搞定！你还在说！到底想怎样？ Fri Oct 11 15:32:00 2013 
[39.877001, 116.275384] 水八仙是苏南地区的传统食物，包括茭白、莲藕、莼菜、菱角、芡实（鸡头米）、荸荠、茨菰、水芹。大多在秋天上市。 Fri Oct 11 14:35:27 2013 
[39.873089, 116.283249] 摆在面前的好多事，我也不知道怎么去解决。所以我现在就是在浪费时间想了。 Fri Oct 11 07:26:50 2013 
[39.883795, 116.310877] 有时候沉默真好，可以假装什么都不知道。心里明镜似的，知道言多必失的厉害，但更知道不能把这种反感说出来，神情中更不能流露出来，于是，便用沉默来防患未然。说太多，不如沉默；想太多，我会难过。 Fri Oct 11 12:34:06 2013 
[39.888284, 116.315864] 从头开始！有奋斗的目标！有环境的刺激！从相信再开始！用来填满自己成功的理想！起飞吧！ Fri Oct 11 18:37:15 2013 
[39.881585427, 116.32778742] 如果被骗这么痛苦，还不如你甩了我，那也可以啊，那样也不会想现在这样难受。 Fri Oct 11 14:04:04 2013 
[39.88241, 116.30465] 不经意又想起了你们，还有40多天又到了离别的日子，我怕离别。一别就是一辈子？ Fri Oct 11 01:16:39 2013 
[39.881584, 116.327789] 微信这软件，让感情变的不真实，离开朋友圈离开Wi-Fi，漫游，谁还能和你煲电话粥没完没了的发短信，坚持下来的都是真朋友。友情也好爱情也罢，都是假的 Fri Oct 11 23:53:54 2013 
[39.881585427, 116.32778742] 曾经斑驳的记忆，轮回在无尽夜的思念，你不属于我，我只为这不现实的爱默默神伤，爱的无声,只愿这一份爱永远的存在——心的深处。 王睿 Fri Oct 11 12:01:18 2013 
[39.881585427, 116.32778742] 2013年5月18日至20XX年X月X日！在未知的期限里我会用尽力量去爱你！ Fri Oct 11 22:15:56 2013 
[39.881584, 116.327789] 我没有很想你，只是在有你的影子时想喝点酒抽根烟来压住内心淡淡的渴望。我没有很想你，只是看到你和他们一起玩的照片时发现我在不在你身边对你来讲都一样。我没有很想你，只是矛盾你到底爱不爱我。希望你爱，又希望你不爱活的豁达一点。此刻我真的有一点想念你。 Fri Oct 11 14:57:32 2013 
[39.886946, 116.337818] 10月3日晚上开始吃、10月11日上午拍照对比、刚好服用七天、没对比自己都不知道自己瘦了这么多、娃娃脸看出点锥子型了、锁骨出来了、手臂细了、肚子平了好多、屁股和大腿也很明显呢、亲爱的们、看来我请你们吃饭的日子不远啦、哇哈哈哈…… Fri Oct 11 11:06:20 2013 
[39.881585427, 116.32778742] 老婆:亲耐的，我生宝宝伟大吗？ 老公:嗯… 老婆:咯咯咯… 老公:尾巴够大的！ 我晕！！！ Fri Oct 11 04:29:55 2013 
[39.88892, 116.34147] 今天去剪发了，只因为不想成为非主流，我要做一个帅气的娃 Fri Oct 11 21:29:59 2013 
[39.88907929, 116.34380142] 我来了……卤煮……一直都想给大家推荐这里……总是记不住这里叫什么…… Fri Oct 11 13:05:37 2013 
[39.88907929, 116.34380142] 每当经过手帕口桥，看川流不息，心里默默诉说北京北京啊。早。 Fri Oct 11 08:51:11 2013 
[39.889641, 116.355415] 本宫赐你一杯无蛊雀舌茶哈哈哈哈 Fri Oct 11 21:58:20 2013 
[39.88435, 116.369308] 姐…姐…定要心情常更新，不能总闹心，遇事放宽心，琐事不烦心，姐姐要开心，弟弟才放心!姐姐，俺打心里感谢你！ Fri Oct 11 23:50:48 2013 
[39.8797, 116.364235] 粥+咸菜 就能养活的孩子，对生活还会有什么高追求啊 Fri Oct 11 19:23:02 2013 
[39.888985, 116.388745] 这个出租车师傅蒙我们不认识路了吧，从天坛南门回珠市口东打了27块，那个绕道啊… Fri Oct 11 17:39:27 2013 
[39.881229, 116.388199] 今年年初在蒙特利尔的照片才被俺这个懒婆娘倒出来，差点忘记了 Fri Oct 11 23:57:48 2013 
[39.874996185303, 116.40413665771] 来听听我唱的《Shadow》,击败了全国0%的人. 试听地址 >> (通过 录制) Fri Oct 11 18:56:42 2013 
[39.885929, 116.392647] 你说你回来一样吃火烧。你说I have been in。得之我幸。 Fri Oct 11 00:41:20 2013 
[39.888050079, 116.40381622] 其实我是真的想坚持的 但是发现真的吃不消啊 第一天就感冒了 现在鼻子都擤破了 晚上不通气都睡不着 哎 Fri Oct 11 09:47:58 2013 
[39.881107, 116.44725] 此时你没有看见的我，就如同一个精神病患者一样。如果你看见我的那一刻我还活着，你很幸运。我很欣慰。 Fri Oct 11 23:46:10 2013 
[39.873714, 116.437797] 也许，人生本身就是一个不停放弃的过程，放弃童年的无忧，成全长大的期望；放弃青春的美丽，换取成熟的智慧；放弃爱情的甜蜜，换取家庭的安稳；放弃掌声的动听，换取心灵的平静，，，当我们能够放弃，做到简单、从容活着的时候，我们生命的低谷就过去了。放弃，有时是为了换取更大的空间。 Fri Oct 11 08:32:47 2013 
[39.883356, 116.447841] 皇马篮球队英文缩写是RMB我喜欢 Fri Oct 11 20:43:34 2013 
[39.882542, 116.454414] 啊远后援2群-276416380，人数突破1000会有啊远加入的,恒星顶起. Fri Oct 11 01:06:18 2013 
[39.88361, 116.463448] 其实剧情反转的不科学 但场面很华丽丽拉 要求不高 权当娱乐 重要的是有人贴心包栗子 瞬间观影心情就提升了 Fri Oct 11 23:58:50 2013 
[39.886162, 116.45533] 结束了近半年的云游野鹤般的自驾生活，最终被乐途旅游 正式收编，依然还是汽车与旅行文化的跨界混搭。现在都流行跨界，只要不扯到蛋，步子还得往大了迈~也要感谢《汽车与你》，两年的《ontheroad》，让我重新找到了兴趣点。各位公关大拿们，还请多多支持~ Fri Oct 11 22:05:31 2013 
[39.884279625, 116.44536324] 哎哟 明运动会 礼拜一还秋游真烦啊哈哈哈哈 Fri Oct 11 16:05:18 2013 
[39.889244, 116.456451] 世界上最温暖的距离，就是千里迢迢来看你，出了站口，你在那里等我，给我最温暖的拥抱，而我回馈的则是多日等待后的温暖〜亲爱的〜想念你〜多年之前，我那么爱过人，也被那个人深爱过〜你在北京，可是，你还记得我吗〜不自欺欺人了，我在坚强，也在学着坚强 Fri Oct 11 03:01:14 2013 
[39.87297, 116.46201] 感觉中国的孩纸比韩国的娇气好多不过小kimi完全可爱啊 Fri Oct 11 23:58:10 2013 
[39.883153, 116.466973] 瞬间就吃没了 我现在是多能吃。关键没饱还想吃。晚上想吃点烤冷面 吃点不 Fri Oct 11 21:50:31 2013 
[39.8836103751, 116.463448167] 这个世界上，有些人有多冷漠，有些人就有多温暖，希望你总会遇到那些温暖对你的人。 Fri Oct 11 18:53:52 2013 
[39.887691, 116.464844] 大家帮我人肉他，收了我家一年的宽带费找不到人了 Fri Oct 11 13:37:54 2013 
[39.88361, 116.463448] 每天都在敷着面膜的过程中睡着，直到面膜干掉才有感觉，白白浪费了，睡了个懒觉，早安！ Fri Oct 11 09:31:32 2013 
[39.875114, 116.474915] 我真的每次都能第一时间发现好不好啊 没法假装自己没发现 我知道原因我还是问问问的 你不开心我也不开心 Fri Oct 11 15:21:32 2013 
[39.88874, 116.48585] 水能养命，也能致命……每天喝的水80%进入血液，你喝的水健康吗？从今天起，煮饭，做汤，泡茶都用新鲜活矿水。意大利爱特森家用净水机闪耀进入中国市场！ Fri Oct 11 15:18:58 2013 
[39.884254, 116.493805] 宝马因为一点小的安全隐患而召回汽车宜家在产品上写“请坐下来感受一下宜家的产品带给你的舒适吧”'而我们的家具店却常写“贵重物品，请勿触摸”？肯德基为什么不驱赶不买食品的顾客'而我们的快餐店就不允许让人在自己的店里坐一会儿？多数中国企业不懂得如何笼络消费者的“芳心” Fri Oct 11 04:45:50 2013 
[39.878202, 116.487541] 想起过去，有些解释不清，就像犯下的错误无论怎么努力，终究是错。内心的救赎埋在心灵底层，是抹不掉的回忆。轻浮，游戏人间，装逼般的掩盖最脆弱的一面，慌乱中的表现又在错误的重现过去的故事。有谁知道你的内心，真正懂你呢？求之，来，亦不来，去，挥之不去。 Fri Oct 11 23:40:24 2013 
[39.87458, 116.499259] 我们奋斗，我们努力，我们拼命，为的不就是未来能给自己，给家人，给我们的女人一个交代么？二十多岁的时候，我们奋斗过，努力过，不曾后悔，不会后悔！ Fri Oct 11 08:40:55 2013 
[39.873771, 116.5] 每天一片保湿面膜，秋季强烈补湿，皮肤好状态要坚持几天哦 😍 😍 😍 Fri Oct 11 23:28:22 2013 
[39.881402, 116.545022] " 带我游历世界。用邀请码""7CDN""注册， ，我们将成为好友，还送你10张船票。" Fri Oct 11 23:58:07 2013 
[39.886351, 116.564568] 好想苗苗，想和苗苗玩，想让苗苗亲亲我，想听苗苗叫我干妈看着我拍的视频都要亲上去了， 怎么办太萌了！ Fri Oct 11 23:52:39 2013 
[39.8743335, 116.6536015] 时间一天一天过的好快！！提前预祝我自己生日快乐！ Fri Oct 11 12:42:44 2013 
[39.88377, 116.66844] 对你，不知道怎么说，只是希望可以做永远的好朋友哦！呵呵！ Fri Oct 11 23:59:40 2013 
[39.88377, 116.668442] 552集以后的火影忍者片头曲怎么听起来感觉窜台到了“美少女战士”一点也不符合热血派的火影风格〜 Fri Oct 11 20:40:11 2013 
[39.88377, 116.66844] 唉，可悲的我，可悲的不被赞同的恋爱，可悲的只有两个女儿的父母，可悲的我还有一个远嫁的姐姐。 Fri Oct 11 01:22:20 2013 
[39.88377, 116.66844] 四舅妈说，你下班回家等我，待会我找你玩去哈，我很痛快的就答应了，现在糖糖都打呼呼了，四舅妈你还没来，你逗我玩呢是吧。 Fri Oct 11 21:30:23 2013 
[39.882221, 116.66896] 晚上就到手了 无比的happy Fri Oct 11 15:45:05 2013 
[39.881752, 116.676052] 爱情的结局是什么？概率学意义上来说，相爱的人，最可能的结果是分手，其次是普通朋友，最小概率是结婚。爱情是大概率失败，小概率成功的事。爱一个人，要不断的付出对他好就可以。但两人始终在一起，却需要容忍、改变及管束。爱是简单的，在一起却是门技术活…… Fri Oct 11 07:17:02 2013 
[39.882267, 116.701332] 今天网博会第一天。我在世纪天成。大家来看我 Fri Oct 11 22:03:08 2013 
[39.8932195, 116.131782] 今天闺蜜给我看了她的手臂，一道道的血痕触目惊心。我不知道我怎么才能给她最大的安慰。好难过，好心疼，我宁愿那些伤划在我的胳膊上。 Fri Oct 11 23:20:59 2013 
[39.890614, 116.176422] 来一个不，？又烦你又爱你，真纠结 Fri Oct 11 14:32:18 2013 
[39.89316, 116.17884] 我一直以为是我不够好，所以我不停的向前奔跑，我一直以为是我太要强，后来我学会了低头说抱歉，我一直以为我不够温暖，慢慢的我学会了尽可能的用心去呵护，我一直以为自己不够勇敢，后来我一个人就去看大海看草原看雪山，谢谢你成就了现在的我！ Fri Oct 11 23:10:31 2013 
[39.89676, 116.218935] 乐视加油。永远支持。 Fri Oct 11 00:45:57 2013 
[39.89918, 116.22988] 看到Walter哥哥发的照片，好想去贵阳…，好想你们啊…！晚安！ Fri Oct 11 23:53:52 2013 
[39.889252, 116.255876] 我在，正前方，有一只牛盯着我看!!! 我在期待一场。 (免费下载http:// ) Fri Oct 11 13:27:30 2013 
[39.892162, 116.278557] 伯伯大帝好大方 好几块的果汁不好喝也得好喝 Fri Oct 11 21:30:46 2013 
[39.897052, 116.284333] 中央台名嘴毕老爷妻子怀孕，国内外名嘴争着起名。崔永元说叫毕雷针，倪萍说叫毕门羹，李咏说叫毕B机，白岩松说叫毕孕套，撒贝宁：要浪漫点叫毕养的，周涛：深沉点叫毕嘴。外国政要：普京说叫沙毕洛夫，奥巴马说叫马了个毕，拉登说叫拉出去毕了。 Fri Oct 11 23:50:46 2013 
